Q1_LikelihoodToStay,Q2_Age,Q3_Gender,Q4_Education,Q5_JobLevel,Q6_Department,Q7_TenureYears,Q8_SalaryBand,Q9_WeeklyHours,Q10_WorkArrangement,Q11_CommuteMin,Q12_JobSatisfaction,Q13_WorkLifeBalance,Q14_CareerGrowthSat,Q15_ManagerRelationship,Q16_CultureAlignment,Q17_ReasonsLeave,Q18_MotivatorsStay,Q19_TrainingHours,Q20_Recommend,Q21_SwitchFor15Raise,Q22_RetentionInitiatives
3,36,Female,Bachelor’s,Senior,Finance,14.0,120–180k,40,On-site,21,4,3,5,2,5,"Limited growth, Lack of flexibility","Growth path, Manager support",27,Yes,Yes,Salary review
3,42,Male,Bachelor’s,Mid,HR,1.0,120–180k,48,On-site,21,3,2,4,2,4,"Commute, Culture misfit, Other","Competitive pay, Other",12,Yes,Maybe,"Salary review, Mentorship, Other"
3,31,Female,Diploma,Entry,Engineering,8.4,75–120k,55,Hybrid,14,4,3,4,3,2,"Workload stress, Manager conflict, Low pay",Flexible work,30,Yes,Yes,"Salary review, Flexible hours, Wellness programs"
4,22,Male,Bachelor’s,Senior,Sales,2.0,<75k,66,Fully Remote,0,1,3,5,3,5,"Limited growth, Culture misfit","Flexible work, Growth path, Purposeful work",20,Yes,Yes,"Mentorship, Salary review, Flexible hours"
5,34,Female,Bachelor’s,Entry,IT Support,2.4,<75k,44,On-site,52,4,5,5,4,1,"Limited growth, Workload stress","Recognition, Competitive pay",31,Yes,Maybe,Career roadmap
4,20,Female,Bachelor’s,Lead,Engineering,2.9,120–180k,39,Hybrid,24,3,5,4,4,4,"Manager conflict, Low pay",Growth path,19,Yes,Yes,"Remote option, Salary review"
4,30,Female,Other,Mid,Engineering,2.5,<75k,73,Fully Remote,0,3,4,4,4,4,"Commute, Benefits, Lack of flexibility","Flexible work, Recognition",34,Yes,Maybe,"Childcare support, Flexible hours"
3,36,Female,Master’s,Lead,Engineering,3.8,180–250k,55,On-site,30,4,4,1,4,5,"Limited growth, Commute","Purposeful work, Competitive pay",23,Yes,Maybe,"Flexible hours, Career roadmap, Remote option"
4,33,Male,Bachelor’s,Senior,Marketing,4.5,75–120k,43,On-site,40,4,3,5,5,3,"Manager conflict, Commute, Low pay",Growth path,23,Yes,No,"Other, Flexible hours"
4,37,Male,Master’s,Entry,Sales,0.7,<75k,52,Hybrid,34,5,3,4,4,1,Benefits,"Benefits, Manager support",39,No,Maybe,"Remote option, Flexible hours, Salary review"
4,37,Male,Bachelor’s,Mid,Engineering,11.0,75–120k,30,Hybrid,37,4,3,4,4,4,"Lack of flexibility, Benefits, Limited growth","Benefits, Recognition, Purposeful work",17,Yes,Maybe,Childcare support
5,38,Female,Bachelor’s,Mid,Engineering,3.2,75–120k,46,On-site,7,5,2,5,5,4,"Low pay, Benefits",Recognition,15,Yes,Maybe,"Wellness programs, Flexible hours"
4,23,Male,Bachelor’s,Mid,Engineering,1.4,<75k,34,Fully Remote,0,4,3,4,3,4,"Manager conflict, Lack of flexibility",Competitive pay,28,Yes,Yes,Flexible hours
3,26,Male,Master’s,Mid,HR,1.7,75–120k,50,Fully Remote,0,3,4,1,3,4,"Manager conflict, Commute","Flexible work, Other, Team culture",20,No,No,Childcare support
4,29,Male,Bachelor’s,Management,IT Support,3.8,180–250k,48,On-site,36,4,4,3,4,1,"Commute, Low pay","Purposeful work, Recognition, Growth path",15,Yes,Maybe,"Remote option, Career roadmap, Salary review"
3,44,Female,Master’s,Senior,Engineering,1.9,120–180k,54,On-site,20,2,3,5,3,4,"Low pay, Benefits, Commute","Manager support, Growth path",12,Yes,Maybe,"Salary review, Wellness programs, Childcare support"
3,34,Female,Bachelor’s,Entry,IT Support,12.9,<75k,39,Hybrid,42,2,3,2,5,3,Low pay,"Team culture, Flexible work",22,No,Maybe,"Salary review, Mentorship, Childcare support"
5,20,Male,Bachelor’s,Senior,Other,14.3,120–180k,41,Fully Remote,0,3,4,4,5,3,"Culture misfit, Low pay","Growth path, Purposeful work, Benefits",21,Yes,Yes,"Career roadmap, Wellness programs"
5,36,Female,Bachelor’s,Mid,Marketing,10.3,<75k,45,Hybrid,36,3,3,3,3,4,Lack of flexibility,"Competitive pay, Benefits, Other",17,Yes,Yes,"Salary review, Remote option, Childcare support"
4,23,Male,Doctorate,Senior,Marketing,3.6,>250k,55,On-site,37,5,5,5,2,3,Workload stress,"Recognition, Growth path",10,No,No,"Mentorship, Childcare support, Wellness programs"
5,27,Male,Master’s,Mid,Engineering,2.0,75–120k,47,Hybrid,21,4,4,1,5,5,"Commute, Low pay",Benefits,27,Yes,No,"Flexible hours, Mentorship, Wellness programs"
3,50,Male,Doctorate,Entry,Sales,1.1,75–120k,51,Fully Remote,0,2,3,1,3,4,"Lack of flexibility, Limited growth",Manager support,21,Yes,No,Career roadmap
3,27,Male,Bachelor’s,Lead,IT Support,7.1,180–250k,43,On-site,50,3,1,2,4,4,Culture misfit,Recognition,16,Yes,Yes,"Childcare support, Wellness programs"
3,42,Female,Bachelor’s,Lead,Sales,0.9,75–120k,43,Hybrid,20,4,3,3,2,4,"Low pay, Commute, Limited growth",Competitive pay,9,Yes,Yes,"Wellness programs, Mentorship, Career roadmap"
3,20,Female,Bachelor’s,Senior,Engineering,1.3,120–180k,37,On-site,55,3,4,3,3,4,"Other, Culture misfit, Manager conflict","Flexible work, Team culture",22,Yes,Yes,"Wellness programs, Remote option"
4,27,Female,Master’s,Entry,Finance,6.2,<75k,56,On-site,65,4,3,5,5,5,Workload stress,"Other, Team culture, Growth path",27,No,No,"Remote option, Flexible hours, Childcare support"
3,20,Female,Bachelor’s,Senior,Engineering,6.9,120–180k,37,On-site,45,3,4,2,5,3,"Workload stress, Manager conflict","Competitive pay, Benefits, Flexible work",10,Yes,Maybe,Career roadmap
4,39,Female,Bachelor’s,Mid,Engineering,2.1,120–180k,36,Hybrid,50,3,3,4,5,3,"Lack of flexibility, Workload stress",Other,15,Yes,Maybe,"Career roadmap, Mentorship, Remote option"
3,49,Female,Master’s,Entry,Other,5.7,75–120k,48,On-site,40,3,2,4,5,2,"Culture misfit, Lack of flexibility, Other",Manager support,16,Yes,No,"Flexible hours, Remote option, Salary review"
4,49,Female,Bachelor’s,Entry,Engineering,5.6,<75k,39,On-site,36,5,2,3,4,3,Manager conflict,"Other, Recognition, Purposeful work",16,Yes,Yes,Flexible hours
2,39,Male,Bachelor’s,Lead,IT Support,0.5,180–250k,50,Fully Remote,0,3,4,3,1,1,Other,"Recognition, Manager support",20,Yes,Maybe,Wellness programs
3,33,Female,Bachelor’s,Mid,Engineering,2.8,75–120k,35,On-site,15,4,4,2,4,2,Commute,"Benefits, Team culture",20,No,Maybe,Mentorship
3,20,Male,Doctorate,Mid,Sales,5.7,75–120k,44,Fully Remote,0,3,5,5,2,4,"Commute, Workload stress","Purposeful work, Other, Growth path",9,Yes,Yes,Mentorship
4,26,Male,Master’s,Entry,Engineering,6.5,<75k,40,Fully Remote,0,4,3,3,3,4,"Limited growth, Benefits",Competitive pay,19,No,Yes,"Remote option, Career roadmap"
4,31,Male,Bachelor’s,Lead,Marketing,9.1,180–250k,36,On-site,5,4,4,5,3,5,"Commute, Culture misfit",Team culture,21,Yes,No,"Other, Flexible hours, Salary review"
3,31,Male,Bachelor’s,Senior,Finance,4.5,75–120k,51,On-site,30,1,3,2,4,4,"Culture misfit, Limited growth, Lack of flexibility","Team culture, Purposeful work, Growth path",0,Yes,Maybe,Salary review
4,33,Male,Bachelor’s,Senior,Sales,3.1,75–120k,50,Hybrid,20,4,4,2,4,4,"Lack of flexibility, Culture misfit, Commute","Team culture, Manager support",15,No,Yes,"Salary review, Childcare support"
4,32,Male,Bachelor’s,Mid,Marketing,4.2,75–120k,48,Fully Remote,0,2,5,5,2,5,"Workload stress, Lack of flexibility",Competitive pay,30,Yes,Maybe,"Salary review, Remote option"
3,50,Female,Diploma,Mid,Engineering,1.6,75–120k,30,On-site,25,2,1,4,5,2,"Workload stress, Limited growth, Commute",Other,33,Yes,No,"Career roadmap, Remote option, Wellness programs"
3,34,Female,Bachelor’s,Senior,Engineering,1.4,120–180k,32,Hybrid,16,5,4,5,3,2,Low pay,Other,4,No,Maybe,"Wellness programs, Flexible hours"
2,28,Male,Bachelor’s,Entry,IT Support,1.6,<75k,31,Hybrid,16,4,2,4,3,3,"Other, Limited growth, Manager conflict","Growth path, Other",19,No,Yes,"Wellness programs, Remote option"
4,29,Male,Master’s,Entry,Engineering,0.8,75–120k,44,On-site,46,4,4,3,5,2,"Lack of flexibility, Workload stress, Other","Competitive pay, Growth path",23,No,Maybe,Mentorship
3,32,Male,Bachelor’s,Senior,Product,0.9,120–180k,36,Hybrid,25,2,4,3,2,5,Limited growth,Manager support,19,Yes,Yes,Salary review
3,35,Male,Bachelor’s,Mid,Marketing,4.2,75–120k,56,On-site,24,3,2,4,5,2,"Low pay, Limited growth","Competitive pay, Growth path",13,No,Maybe,Mentorship
3,44,Male,Bachelor’s,Entry,Engineering,6.3,<75k,37,Hybrid,16,3,4,5,2,4,"Lack of flexibility, Other",Other,16,Yes,Yes,"Flexible hours, Salary review, Career roadmap"
3,34,Male,Master’s,Mid,Sales,1.4,120–180k,36,Fully Remote,0,3,3,5,3,4,"Workload stress, Low pay","Growth path, Recognition, Team culture",27,Yes,Maybe,"Remote option, Mentorship, Wellness programs"
3,38,Male,Master’s,Senior,Engineering,5.9,<75k,30,Hybrid,21,2,5,3,3,4,Other,Purposeful work,5,No,Yes,Other
4,38,Female,Bachelor’s,Senior,HR,1.7,>250k,41,On-site,36,2,2,4,4,4,"Low pay, Limited growth, Workload stress","Growth path, Purposeful work",26,Yes,Maybe,"Other, Flexible hours"
3,24,Female,Master’s,Mid,Engineering,7.1,75–120k,44,Hybrid,18,3,3,3,5,2,Culture misfit,"Benefits, Flexible work, Competitive pay",27,Yes,Yes,Childcare support
3,32,Female,Master’s,Management,Engineering,4.8,180–250k,42,Hybrid,15,4,4,5,3,4,"Limited growth, Workload stress",Benefits,7,Yes,Maybe,"Childcare support, Salary review, Flexible hours"
4,34,Female,Diploma,Mid,Sales,6.3,75–120k,42,On-site,30,4,4,5,4,3,"Commute, Benefits, Workload stress","Purposeful work, Manager support",16,Yes,Maybe,"Flexible hours, Salary review"
4,45,Female,Bachelor’s,Management,Sales,4.6,>250k,51,Fully Remote,0,4,4,4,3,3,Low pay,Competitive pay,12,Yes,Maybe,Remote option
3,43,Male,Bachelor’s,Senior,Sales,10.6,120–180k,46,Fully Remote,0,2,5,2,1,5,"Limited growth, Other, Lack of flexibility","Manager support, Other, Growth path",28,Yes,No,"Career roadmap, Other, Remote option"
3,42,Male,Bachelor’s,Senior,Product,1.4,120–180k,72,On-site,30,4,4,4,2,4,Benefits,"Benefits, Purposeful work",10,Yes,No,Career roadmap
2,40,Female,Master’s,Entry,Product,3.8,120–180k,40,Hybrid,19,3,3,4,2,2,"Culture misfit, Limited growth","Manager support, Other, Recognition",34,Yes,Maybe,Childcare support
4,47,Male,Doctorate,Entry,Marketing,2.3,75–120k,49,On-site,37,4,2,4,4,5,"Lack of flexibility, Low pay",Competitive pay,28,Yes,Yes,"Salary review, Childcare support, Wellness programs"
4,32,Male,Bachelor’s,Lead,Product,6.0,180–250k,42,On-site,9,5,4,4,4,2,"Low pay, Manager conflict",Recognition,15,Yes,Maybe,"Flexible hours, Childcare support, Remote option"
3,31,Male,Bachelor’s,Entry,Sales,6.6,120–180k,47,On-site,17,3,3,4,3,4,"Benefits, Other, Workload stress",Manager support,11,No,Maybe,"Childcare support, Remote option"
3,28,Male,Bachelor’s,Senior,HR,1.2,120–180k,50,On-site,24,4,4,2,4,2,"Culture misfit, Lack of flexibility",Team culture,49,Yes,Yes,"Flexible hours, Childcare support"
4,28,Male,Bachelor’s,Senior,Other,0.8,120–180k,55,Fully Remote,0,5,4,3,3,1,"Benefits, Manager conflict","Growth path, Other, Team culture",17,Yes,Yes,"Other, Mentorship, Flexible hours"
4,44,Male,Master’s,Lead,IT Support,3.3,120–180k,33,On-site,16,4,4,5,1,4,"Benefits, Lack of flexibility",Purposeful work,27,Yes,No,"Remote option, Salary review"
4,36,Male,Bachelor’s,Entry,Engineering,4.2,<75k,39,On-site,23,5,1,4,2,5,"Culture misfit, Commute, Lack of flexibility","Purposeful work, Competitive pay, Team culture",23,Yes,Maybe,Remote option
4,23,Female,Bachelor’s,Mid,Engineering,9.1,<75k,47,Hybrid,12,4,3,1,4,5,Manager conflict,"Team culture, Other",18,Yes,No,"Mentorship, Other, Flexible hours"
4,39,Male,Bachelor’s,Senior,Sales,0.1,120–180k,45,On-site,24,2,4,4,4,4,"Culture misfit, Benefits","Competitive pay, Recognition",25,Yes,Yes,"Career roadmap, Wellness programs"
3,31,Male,Other,Mid,Sales,0.9,75–120k,45,Hybrid,25,3,4,3,3,2,Low pay,Benefits,30,No,No,"Wellness programs, Other"
3,44,Female,Bachelor’s,Entry,Other,0.5,180–250k,55,On-site,17,3,4,3,2,3,Manager conflict,Other,10,Yes,Yes,"Career roadmap, Mentorship, Salary review"
4,35,Male,Master’s,Entry,Engineering,1.7,75–120k,54,Hybrid,29,4,5,3,4,4,"Benefits, Manager conflict, Culture misfit",Flexible work,23,Yes,Maybe,"Other, Mentorship"
3,30,Male,Doctorate,Mid,Marketing,3.8,120–180k,54,On-site,30,5,3,3,2,4,Lack of flexibility,"Purposeful work, Manager support, Benefits",5,Yes,Yes,Wellness programs
3,50,Male,Bachelor’s,Lead,Engineering,7.5,120–180k,30,Hybrid,28,2,4,3,2,2,"Low pay, Other, Lack of flexibility","Recognition, Team culture, Manager support",15,Yes,Maybe,"Wellness programs, Childcare support, Other"
3,41,Male,Bachelor’s,Mid,Marketing,8.4,120–180k,44,On-site,30,4,3,1,5,3,"Commute, Other",Recognition,21,No,No,Other
4,28,Male,Bachelor’s,Mid,Engineering,1.9,75–120k,40,On-site,35,4,5,3,2,4,Commute,Manager support,21,Yes,Maybe,"Childcare support, Other"
3,37,Male,Master’s,Senior,Other,0.4,<75k,59,Hybrid,34,2,2,4,3,5,"Other, Lack of flexibility","Competitive pay, Other",34,Yes,Maybe,"Remote option, Salary review"
2,28,Female,Bachelor’s,Mid,Engineering,8.3,75–120k,48,Fully Remote,0,1,4,3,1,3,Limited growth,Recognition,14,No,No,"Remote option, Childcare support, Career roadmap"
4,32,Male,Master’s,Entry,Marketing,8.4,75–120k,54,On-site,5,3,4,3,3,5,"Workload stress, Commute, Limited growth","Benefits, Team culture, Growth path",13,Yes,Yes,"Childcare support, Other"
4,40,Female,Master’s,Mid,Product,1.0,<75k,43,On-site,18,4,2,4,1,3,"Manager conflict, Limited growth, Other",Team culture,18,Yes,No,"Childcare support, Career roadmap"
4,31,Male,Master’s,Lead,Finance,7.1,>250k,52,Fully Remote,0,3,5,3,5,3,"Limited growth, Low pay, Lack of flexibility","Purposeful work, Manager support, Other",10,Yes,No,"Mentorship, Flexible hours, Remote option"
4,32,Male,Bachelor’s,Mid,HR,4.4,180–250k,34,On-site,22,3,3,4,5,4,"Manager conflict, Commute, Lack of flexibility","Recognition, Purposeful work, Growth path",12,Yes,Maybe,"Career roadmap, Flexible hours"
4,29,Male,Master’s,Mid,Product,7.2,75–120k,41,On-site,36,3,4,5,4,4,"Limited growth, Low pay","Flexible work, Benefits",22,Yes,Maybe,Childcare support
3,36,Female,Bachelor’s,Entry,Finance,1.7,75–120k,43,Fully Remote,0,5,5,1,3,5,Other,Competitive pay,32,Yes,Maybe,"Salary review, Other"
4,40,Male,Bachelor’s,Management,Sales,3.0,180–250k,49,Hybrid,37,4,3,5,5,2,"Workload stress, Low pay","Flexible work, Team culture, Growth path",21,No,Maybe,"Remote option, Salary review"
3,28,Female,Bachelor’s,Senior,Sales,3.9,75–120k,38,On-site,24,5,2,3,4,4,Workload stress,"Team culture, Benefits",24,Yes,No,"Career roadmap, Other"
5,27,Female,Master’s,Senior,Engineering,1.4,120–180k,43,Hybrid,14,3,4,5,3,5,Other,"Manager support, Competitive pay, Growth path",15,Yes,No,Other
4,22,Male,Bachelor’s,Mid,Marketing,1.6,120–180k,38,Hybrid,48,4,5,4,5,5,"Low pay, Culture misfit","Other, Manager support",3,Yes,Maybe,"Remote option, Salary review, Other"
5,34,Male,Bachelor’s,Management,IT Support,2.6,180–250k,30,Hybrid,17,4,4,5,5,2,"Commute, Manager conflict, Other",Other,14,Yes,Yes,Mentorship
2,33,Male,Bachelor’s,Senior,HR,2.0,<75k,46,On-site,37,3,1,3,2,4,"Limited growth, Benefits, Workload stress","Growth path, Benefits, Other",21,Yes,Maybe,"Other, Mentorship, Wellness programs"
4,27,Female,Bachelor’s,Mid,Sales,8.3,75–120k,72,On-site,17,3,3,4,4,4,"Lack of flexibility, Workload stress",Competitive pay,28,Yes,Maybe,Flexible hours
3,40,Male,Bachelor’s,Senior,Sales,4.9,180–250k,46,On-site,22,3,2,4,4,2,Benefits,Competitive pay,34,Yes,No,"Career roadmap, Wellness programs"
3,32,Non-binary,Master’s,Mid,Engineering,6.8,75–120k,59,Hybrid,49,4,1,5,3,5,"Commute, Workload stress","Growth path, Benefits",18,Yes,Yes,"Other, Remote option"
5,40,Male,Doctorate,Mid,Marketing,5.2,75–120k,50,Fully Remote,0,5,5,2,5,3,"Workload stress, Benefits","Purposeful work, Growth path, Competitive pay",17,No,No,"Mentorship, Wellness programs, Childcare support"
4,23,Male,Bachelor’s,Entry,IT Support,2.6,75–120k,47,On-site,37,4,4,4,2,4,Commute,"Purposeful work, Growth path",15,Yes,Yes,Remote option
3,25,Female,Bachelor’s,Mid,Marketing,4.9,75–120k,49,Hybrid,25,3,4,5,5,2,"Low pay, Limited growth, Other","Growth path, Purposeful work, Recognition",10,Yes,Yes,"Career roadmap, Remote option, Childcare support"
4,26,Female,Doctorate,Management,Marketing,4.0,180–250k,85,Hybrid,20,3,2,5,3,4,Benefits,Growth path,27,No,No,"Other, Childcare support"
4,21,Female,Bachelor’s,Lead,Engineering,5.2,>250k,46,Hybrid,37,3,4,3,4,4,Manager conflict,Growth path,18,Yes,Yes,"Flexible hours, Mentorship, Career roadmap"
3,42,Male,Bachelor’s,Entry,Engineering,2.2,<75k,86,On-site,35,4,1,3,4,5,"Culture misfit, Commute","Benefits, Purposeful work, Manager support",23,Yes,Yes,Mentorship
4,47,Male,Bachelor’s,Entry,Finance,6.7,120–180k,37,On-site,31,5,4,4,3,2,Culture misfit,"Flexible work, Recognition, Manager support",21,No,Maybe,"Mentorship, Salary review, Remote option"
4,27,Female,Bachelor’s,Senior,Engineering,5.2,>250k,51,On-site,16,4,5,4,3,3,Culture misfit,"Manager support, Competitive pay",7,Yes,Maybe,Career roadmap
4,41,Female,Bachelor’s,Mid,Engineering,2.6,75–120k,39,On-site,131,4,3,4,4,4,"Benefits, Other, Culture misfit","Other, Team culture",16,Yes,Maybe,"Other, Flexible hours, Wellness programs"
3,43,Female,Bachelor’s,Senior,Engineering,14.4,120–180k,44,On-site,30,4,3,4,4,4,"Benefits, Culture misfit",Manager support,17,Yes,Maybe,"Childcare support, Salary review"
4,49,Male,Bachelor’s,Mid,Engineering,2.9,120–180k,40,Fully Remote,0,4,5,4,4,2,"Manager conflict, Other","Benefits, Manager support, Growth path",25,No,Yes,"Childcare support, Other"
4,29,Male,Master’s,Entry,Engineering,1.4,75–120k,31,On-site,42,2,5,5,2,3,Manager conflict,"Growth path, Manager support",15,Yes,Maybe,"Other, Salary review, Mentorship"
3,45,Female,Master’s,Entry,Finance,6.0,75–120k,58,On-site,27,2,5,2,4,4,Lack of flexibility,"Benefits, Flexible work",0,No,Yes,"Salary review, Childcare support, Other"
3,35,Male,Bachelor’s,Mid,Sales,3.9,120–180k,48,On-site,28,5,3,2,5,4,"Commute, Lack of flexibility","Competitive pay, Team culture",31,No,No,"Flexible hours, Wellness programs, Salary review"
3,34,Female,Master’s,Mid,Sales,1.9,120–180k,48,Fully Remote,0,3,2,4,2,5,Limited growth,"Growth path, Competitive pay, Team culture",0,Yes,Yes,Wellness programs
3,44,Male,Doctorate,Mid,Product,12.3,<75k,43,On-site,37,3,4,4,4,2,"Limited growth, Workload stress, Lack of flexibility","Benefits, Flexible work",28,Yes,Yes,"Salary review, Flexible hours"
4,30,Female,Bachelor’s,Entry,Engineering,7.8,<75k,65,Hybrid,35,4,3,3,4,3,"Lack of flexibility, Benefits","Recognition, Flexible work",15,Yes,Yes,Remote option
2,24,Female,Master’s,Entry,Engineering,5.7,75–120k,52,Hybrid,18,3,1,4,3,5,"Lack of flexibility, Low pay, Manager conflict",Competitive pay,37,Yes,No,Flexible hours
3,31,Male,Master’s,Mid,Engineering,7.4,<75k,57,On-site,43,3,2,4,2,5,"Low pay, Workload stress","Competitive pay, Team culture, Recognition",25,Yes,Yes,"Career roadmap, Wellness programs, Childcare support"
3,31,Female,Bachelor’s,Lead,Engineering,7.9,180–250k,51,On-site,26,2,4,4,2,3,"Workload stress, Benefits, Manager conflict","Recognition, Manager support, Benefits",31,No,Maybe,"Childcare support, Other, Flexible hours"
4,34,Male,Bachelor’s,Senior,Sales,4.1,120–180k,37,On-site,21,1,5,4,4,4,"Workload stress, Commute, Limited growth",Other,19,Yes,No,"Remote option, Salary review, Childcare support"
4,38,Female,Bachelor’s,Mid,Sales,3.1,75–120k,42,Fully Remote,0,4,5,4,3,4,"Benefits, Limited growth","Competitive pay, Benefits, Flexible work",18,Yes,Maybe,Flexible hours
2,35,Male,Other,Senior,Engineering,3.6,120–180k,81,On-site,45,1,2,1,3,4,"Other, Manager conflict, Workload stress","Team culture, Flexible work",18,Yes,No,Flexible hours
3,38,Male,Doctorate,Senior,Sales,5.3,120–180k,46,Hybrid,28,3,2,1,2,4,Workload stress,"Purposeful work, Other, Competitive pay",15,Yes,No,Other
2,35,Male,Master’s,Senior,Engineering,4.6,75–120k,47,On-site,31,4,3,5,3,1,"Other, Benefits, Culture misfit","Manager support, Purposeful work",0,Yes,Yes,"Childcare support, Other"
3,40,Male,Bachelor’s,Senior,Other,1.3,180–250k,32,On-site,31,4,4,5,4,1,"Other, Limited growth, Lack of flexibility",Manager support,28,No,Yes,"Wellness programs, Salary review, Career roadmap"
5,31,Female,Master’s,Senior,Other,5.9,120–180k,41,Hybrid,31,4,3,4,4,3,"Workload stress, Limited growth, Other","Benefits, Team culture",17,Yes,Yes,Remote option
3,20,Female,Doctorate,Mid,HR,11.0,75–120k,41,Hybrid,25,3,5,4,3,3,"Manager conflict, Workload stress","Manager support, Competitive pay, Other",31,Yes,Maybe,Childcare support
3,35,Male,Master’s,Senior,Other,6.1,180–250k,39,On-site,40,5,1,4,3,3,"Culture misfit, Workload stress",Other,16,No,No,"Other, Flexible hours, Wellness programs"
5,32,Male,Master’s,Senior,Engineering,7.3,120–180k,41,Hybrid,19,5,4,5,4,5,Benefits,"Other, Competitive pay",19,No,Maybe,"Career roadmap, Wellness programs, Salary review"
4,34,Female,Diploma,Senior,IT Support,4.9,>250k,55,On-site,15,4,4,2,3,4,"Commute, Limited growth, Lack of flexibility","Growth path, Recognition, Team culture",29,No,Yes,"Mentorship, Childcare support, Other"
3,29,Male,Bachelor’s,Lead,Engineering,10.4,>250k,32,Fully Remote,0,4,3,1,3,2,"Workload stress, Low pay, Other",Recognition,29,No,Yes,"Other, Salary review, Career roadmap"
4,30,Male,Master’s,Mid,Product,6.1,75–120k,46,On-site,31,3,4,5,3,3,Lack of flexibility,"Flexible work, Purposeful work",24,Yes,Yes,"Career roadmap, Salary review"
4,24,Male,Bachelor’s,Lead,Sales,5.3,120–180k,44,On-site,31,2,4,4,3,3,"Limited growth, Workload stress","Purposeful work, Flexible work",21,No,Maybe,Salary review
4,36,Male,Bachelor’s,Lead,Engineering,3.3,120–180k,36,Hybrid,54,5,4,3,5,3,"Commute, Benefits",Competitive pay,10,No,Yes,"Mentorship, Other, Career roadmap"
3,25,Female,Master’s,Senior,Engineering,1.4,>250k,39,Hybrid,6,4,3,4,4,1,"Other, Benefits",Manager support,19,Yes,Yes,Career roadmap
5,25,Male,Bachelor’s,Mid,Engineering,6.0,<75k,42,On-site,32,4,4,5,5,4,"Workload stress, Commute, Culture misfit","Manager support, Growth path",10,Yes,Maybe,Wellness programs
3,35,Male,Bachelor’s,Entry,IT Support,5.7,<75k,38,Hybrid,36,3,2,5,3,3,"Culture misfit, Low pay, Other","Team culture, Flexible work",223,Yes,No,"Childcare support, Remote option"
4,37,Female,Bachelor’s,Entry,IT Support,3.3,<75k,50,Hybrid,11,2,2,5,4,4,Other,"Growth path, Team culture, Competitive pay",16,Yes,No,Career roadmap
3,23,Female,Bachelor’s,Management,Engineering,2.0,>250k,50,On-site,22,5,4,4,4,3,"Lack of flexibility, Commute, Benefits","Manager support, Team culture, Growth path",16,Yes,No,Other
3,46,Male,Bachelor’s,Entry,Finance,7.1,<75k,54,Hybrid,49,3,4,4,3,4,Culture misfit,Competitive pay,18,Yes,No,"Other, Childcare support, Mentorship"
4,43,Male,Bachelor’s,Mid,Sales,2.9,<75k,39,On-site,28,3,3,5,3,4,Culture misfit,"Growth path, Benefits, Purposeful work",38,Yes,Yes,"Remote option, Childcare support"
4,34,Female,Bachelor’s,Entry,Marketing,6.2,<75k,85,Fully Remote,0,4,4,4,4,5,"Manager conflict, Culture misfit",Recognition,8,No,No,"Wellness programs, Flexible hours, Salary review"
4,41,Male,Bachelor’s,Mid,Sales,2.9,<75k,44,Hybrid,29,5,2,3,3,5,"Lack of flexibility, Low pay","Manager support, Recognition",263,Yes,No,"Other, Flexible hours"
4,33,Female,Bachelor’s,Senior,Engineering,5.0,180–250k,38,On-site,51,2,4,4,3,5,"Workload stress, Limited growth, Commute",Growth path,14,No,Maybe,Career roadmap
4,20,Male,Bachelor’s,Mid,Engineering,9.9,180–250k,40,On-site,46,4,4,2,3,3,"Commute, Culture misfit, Low pay","Competitive pay, Benefits",15,No,No,"Flexible hours, Wellness programs"
3,31,Female,Bachelor’s,Mid,Finance,1.0,75–120k,35,Fully Remote,0,3,4,4,3,2,Manager conflict,Team culture,27,Yes,Maybe,"Salary review, Mentorship"
4,34,Female,Bachelor’s,Senior,Sales,1.9,>250k,42,Fully Remote,0,5,4,4,4,5,Manager conflict,"Purposeful work, Growth path, Manager support",10,Yes,Yes,Flexible hours
4,45,Male,Bachelor’s,Mid,IT Support,5.8,120–180k,45,Fully Remote,0,4,4,4,5,5,"Lack of flexibility, Commute, Limited growth",Manager support,4,Yes,No,Wellness programs
4,44,Male,Diploma,Mid,Engineering,2.9,75–120k,38,On-site,28,4,2,4,5,4,"Limited growth, Culture misfit","Growth path, Other, Competitive pay",19,Yes,Yes,"Flexible hours, Childcare support, Other"
3,36,Female,Master’s,Mid,Engineering,5.7,120–180k,52,On-site,29,3,5,4,4,2,"Limited growth, Other","Competitive pay, Other, Flexible work",26,Yes,Maybe,"Childcare support, Flexible hours, Career roadmap"
2,30,Female,Bachelor’s,Entry,Engineering,8.6,120–180k,39,Fully Remote,0,1,4,3,1,5,"Benefits, Limited growth","Competitive pay, Manager support",13,Yes,Yes,Flexible hours
5,37,Male,Diploma,Entry,Engineering,3.4,<75k,57,Fully Remote,0,5,3,5,3,3,Workload stress,"Other, Team culture, Flexible work",35,No,Maybe,"Remote option, Flexible hours"
2,35,Female,Bachelor’s,Senior,Engineering,3.6,120–180k,43,Fully Remote,0,3,4,2,2,5,"Benefits, Lack of flexibility, Workload stress","Other, Flexible work, Growth path",19,Yes,Maybe,"Wellness programs, Salary review"
3,26,Female,Other,Senior,Finance,2.1,180–250k,54,Hybrid,25,5,1,3,3,4,"Low pay, Benefits, Workload stress",Recognition,14,Yes,Maybe,Wellness programs
